,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Yogaraja Guggulu,0.21815743,0.078419514,-0.09052055,-0.0049157552,0.17565863,-0.010322864,0.3926802,-0.101688124,0.084726326,0.20729475,0.12783767,-0.0076564685,-0.04852963,0.16206215,-0.14395618,-0.019850159,-0.0006620627,-0.09833846,-0.12182314,0.40479666,-0.07518496,0.1521505,-0.035431944,-0.09867389,0.017829154,-0.37887546,-0.4046244,0.036707595,0.0649899,-0.09932533,-0.094821915,0.25667697,-0.16027537,-0.2123629,0.05283628,0.29315722,-0.08588007,-0.0109479455,-0.19811091,-0.035325896,0.03825251,0.26244727,0.12401261,0.0670161,0.061268616,0.21139283,0.08164706,-0.059110563,0.12513071,0.068300225,-0.0989867,-0.12410763,0.14463784,-0.034858026,0.24704874,-0.047008924,-0.2876323,0.0030481997,-0.15422143,0.025393408,-0.2758251,-0.49307212,-0.15561497,-0.09359979
Suryavarta,-0.102368094,0.010202398,0.12921356,-0.1269786,0.12303756,-0.093522646,0.23146465,-0.032707978,-0.1124614,-0.015745346,0.14113018,0.04411781,-0.043003246,0.27639246,-0.04021747,0.15306194,-0.091827065,-0.27693906,-0.06815856,0.01458252,-0.14729743,0.22558787,0.038728617,-0.020038739,-0.20723435,0.15520154,-0.066043906,-0.20156457,-0.16876175,0.028062021,-0.0010301104,0.035099026,-0.087699674,-0.05981437,-0.027632756,0.20634323,-0.12128939,-0.07540802,0.1382018,0.11550481,-0.21432458,0.26896256,0.10578584,0.06515177,0.29841378,0.05707814,0.20837395,-0.16749701,0.15632991,0.12973894,-0.045975782,-0.08606692,-0.14653604,-0.32972768,-0.0004077923,0.048832573,-0.07854571,-0.30226833,-0.0728274,0.14882842,0.1978346,-0.04229481,0.015720442,-0.14552021
Karnikara,-0.3361048,0.09995404,-0.18277648,-0.14389485,0.0743213,0.29907104,0.1878361,-0.14680725,-0.0008873014,0.116546966,-0.033584416,-0.2642149,-0.1507025,-0.08649556,-0.09612975,0.33383572,-0.21042125,-0.046538476,0.047980182,0.18046069,0.084087424,-0.09574288,-0.2420779,-0.112206236,-0.23168325,0.11141389,-0.00065249257,0.02123584,0.043308582,-0.068825,0.12220347,-0.008515354,-0.40218377,0.11005259,-0.042239614,-0.26860726,0.108714685,-0.06498895,-0.13781233,-0.020940704,0.215321,0.24673927,0.08180209,-0.015912386,-0.22110577,0.25278407,0.30655092,-0.0706817,0.28572953,-0.12600166,-0.044073194,-0.2249704,0.13920666,-0.10021041,0.26042342,-0.0073373574,-0.049290452,-0.155576,-0.41111803,0.09046381,0.19785698,-0.03219713,0.19316433,0.5284723
Kampillaka,-0.011119696,0.1166995,-0.007513703,0.061943043,0.15431969,0.024385959,0.1544034,0.05550419,-0.08070586,-0.09763197,0.2714223,-0.12666117,-0.02237966,0.011474679,0.15536767,0.33345616,0.019699864,0.07426258,-0.116825394,0.05610189,-0.007866439,0.17728533,0.101233944,-0.48268574,-0.011760646,0.08205067,0.10612527,-0.21046363,0.26269,-0.1321371,-0.10891347,-0.21459886,0.01640051,0.057691913,-0.07934791,-0.088913284,0.15599802,-0.081381,-0.07193825,-0.13189477,-0.22367579,-0.017099567,0.06704624,0.14084443,0.10534556,-0.028098406,0.24978551,-0.18563811,0.015563215,0.06144731,0.019965317,-0.21733665,-0.17280155,-0.09239356,0.012303402,0.06428605,0.044929214,-0.20395394,-0.05102615,0.21270485,-0.30739668,-0.22032852,-0.044331297,0.22423302
Mahishi Dugdha,-0.10346639,-0.08714188,-0.21250272,-0.18595162,0.19690107,0.13524634,-0.024997283,0.29702434,-0.1755412,0.077660725,0.45317686,0.12583032,-0.19355826,-0.27226642,-0.30430314,0.15559928,0.16202395,-0.007802602,-0.4189339,-0.010527268,0.006352479,-0.011646093,-0.14082755,-0.14544234,0.33069408,-0.17035925,-0.095230006,-0.15508693,-0.3088998,0.107422054,0.3207412,-0.19631863,0.016039502,-0.3161895,-0.01756164,-0.16743024,-0.0564617,-0.2228876,0.035045948,0.15212232,-0.042369187,0.11566372,0.52125853,-0.42172918,0.563237,0.097698815,0.51340586,0.095895045,0.25934023,-0.23683362,0.092365816,-0.14058985,0.052621193,-0.4425723,-0.08338562,0.03562736,0.11350727,-0.10155638,-0.35466257,0.10062779,0.14265914,-0.20296954,0.16953395,0.12914759
Brihatyadi Kashayam,-0.31179872,0.11527563,-0.33068076,-0.3650305,0.33902737,0.074311994,0.26197606,0.13221341,0.010163512,0.0031591626,0.08889738,-0.15549152,-0.20151907,0.084728785,-0.036511347,0.21430121,-0.09103273,0.016594704,-0.19231468,0.4089169,0.08615344,-0.010628878,0.019117983,0.13988638,0.27462655,-0.040811114,0.20136051,-0.07478274,0.09031628,-0.056085262,-0.005153999,0.15961069,-0.18039869,-0.1697058,0.12252032,0.32774702,-0.24963458,-0.23727196,0.02113095,-0.10235787,0.11990905,0.14124836,-0.0056269965,-0.20793669,0.07514833,0.12183312,0.22238162,-0.1923117,0.20456381,0.039534807,0.13666697,-0.07835496,-0.0049337596,-0.033557847,-0.09311709,0.011548322,0.00858551,-0.26338008,0.04605861,-0.020931548,-0.2865623,-0.41773197,-0.24710596,-0.00053170545
Masi,-0.018619724,0.024140514,-0.22671382,0.062101547,0.12248151,0.030424396,0.21792749,0.07538111,-0.12473108,0.17998259,-0.2308762,-0.10985644,0.10550233,-0.11850226,-0.06704705,0.026133051,0.07511324,-0.12818187,0.09271229,0.17707616,0.07115485,0.2519528,-0.037662715,-0.11869316,-0.1497865,-0.02826596,0.015270818,-0.07384386,-0.061794966,-0.17712334,-0.11585518,-0.027452255,0.052103594,-0.10876396,-0.05383324,-0.031796984,-0.066876516,-0.07367681,-0.14915493,0.1349671,-0.09344012,0.17383829,0.08322299,0.0009983967,0.048573863,0.033486597,0.1916688,-0.057099003,0.2083793,0.106390044,-0.018088564,-0.13541865,-0.37809587,0.09550343,0.25709867,-0.07767029,-0.049656074,-0.26510274,-0.18257114,0.35360557,-0.018479306,-0.11447134,0.2821503,0.025711596
Amlavetasa,-0.12822407,-0.32645684,-0.013154117,-0.2676878,0.08153613,-0.25730607,0.023649557,0.2156724,-0.121821344,-0.0075624455,-0.18381557,-0.35835487,0.232269,-0.14877032,-0.18909158,-0.02636388,-0.18815188,-0.1811656,-0.088212706,-0.008372703,-0.0330706,0.13563432,0.15682231,-0.37555888,-0.14027998,-0.102314286,0.041818418,0.2033509,0.041988317,0.20739843,-0.21574156,0.16013727,-0.0008536284,-0.039644342,-0.20692836,0.16971771,-0.1698802,-0.10518448,-0.5608912,0.45344922,-0.066238634,0.39757946,0.028020158,-0.20064944,0.16132005,0.10737808,0.36671996,-0.07281245,-0.06209665,0.1714907,0.15627675,0.01215238,-0.38945144,0.26772636,0.34961224,-0.059369817,0.107039735,-0.041204367,-0.15738398,0.41852918,-0.054258857,-0.23531967,0.43322545,0.009498295
Ikshu,-0.45916384,0.13873923,-0.59409225,-0.1820179,0.19326235,0.082837425,0.1602206,0.38383028,-0.069364585,0.16569984,-0.08461783,-0.08761131,-0.037623245,-0.001469315,-0.22097981,-0.06596774,-0.034309004,-0.13673915,-0.49454597,0.12795508,0.34300196,0.0910857,0.13809882,-0.05523518,0.28837612,0.35386705,0.22482498,-0.18663129,-0.19335544,0.15411884,0.27227145,-0.023003615,0.07956898,-0.008927593,0.15992303,0.5584566,0.014989851,-0.4540248,-0.003260729,-0.033836443,0.03568035,-0.12644303,0.10487424,0.09669094,0.21372202,0.024917796,0.19779268,-0.13508087,0.23024108,0.042299755,0.02067582,-0.21075322,0.33003718,-0.098798245,-0.34947082,0.1806239,-0.014413994,-0.20569888,0.028489314,0.10832519,-0.3802885,-0.38477877,-0.031479076,0.2791238
Mamsarohini,-0.11519567,0.14357431,-0.24702173,-0.049107257,0.07630116,0.4289978,0.18989293,-0.05030288,-0.15155397,0.15798445,0.0363462,-0.096169405,0.13282664,0.18968649,-0.3036617,0.35274953,-0.20035371,0.124355055,0.045089107,0.18341987,0.10728146,0.0559675,-0.122448996,-0.18522877,-0.195861,0.122672446,-0.08627472,-0.058757134,-0.069946125,0.027094679,0.16831341,0.008310649,-0.32962835,0.05401772,-0.02364985,-0.24393758,-0.01790053,-0.15624842,-0.15724309,-0.1171828,0.22870976,0.46641487,0.062742785,0.034216844,-0.23897512,-0.027394459,0.12809607,0.036909174,0.29765978,-0.1589461,-0.12930343,-0.08840326,0.004400367,-0.17750801,0.20359127,0.14374581,0.32115543,-0.23236145,-0.39244816,0.06400071,-0.0047055497,-0.055309616,0.21052769,0.3077418
Krimi Kuthar rasa,-0.041306674,-0.05111355,-0.02380074,-0.04575851,0.06095296,0.054580085,0.17165731,0.04120707,-0.07203322,-0.05417378,0.38039222,0.14627627,-0.0067181904,0.08633602,0.09853346,0.10981348,-0.0115794735,-0.041513853,0.036361977,-0.0024358167,-0.09021443,0.2244927,-0.12929553,-0.32250133,-0.17893487,0.23088157,0.017230198,-0.02253162,0.16907665,-0.15742551,0.021319758,-0.10624232,-0.029653963,-0.05789636,-0.17230062,0.15968575,-0.065062776,-0.2852469,-0.0041911337,0.16911389,-0.21009903,0.0451138,-0.028925233,0.2181992,0.31731614,0.080455594,0.199398,-0.24577647,0.10362085,0.17575671,0.048501983,-0.08169998,-0.1619671,-0.06065489,-0.12975974,0.25633276,-0.061048597,-0.085509256,-0.1444006,0.16898476,-0.16233036,-0.13447677,-0.23732984,0.1577124
Amalaka rasayana,-0.16363464,-0.2034837,-0.18482684,-0.33504808,0.32244092,-0.20409226,0.00048485785,0.037275877,-0.0020251416,-0.18051377,0.19993095,-0.18662211,-0.071400166,-0.042896006,-0.1229456,0.22000222,-0.11246565,-0.13654542,-0.12161677,0.017432969,0.118283674,0.02261366,0.23516917,-0.09110128,-0.17005925,0.07745595,0.14062022,0.03532963,-0.19871144,-0.0035040113,0.4371223,-0.11916367,0.20599703,-0.11948152,-0.26869363,0.2962991,0.21522838,-0.20846598,-0.2955232,0.015435756,0.059228744,0.19716099,0.1949238,-0.10436367,0.08957348,-0.032392956,0.5948322,0.15593497,0.28609318,0.11914933,-0.1568815,-0.07600011,0.22948958,0.31175557,0.13815339,-0.07463853,0.42444402,-0.01056344,-0.14710751,0.23550534,-0.016048938,-0.47743487,-0.19880988,0.030528324
Shankhpushpi,-0.24178511,0.12369194,-0.27465004,-0.24741733,0.22601765,-0.0082138125,0.06486038,0.02437254,-0.2621127,0.14914119,0.56447804,0.039651576,-0.18293962,-0.2022343,-0.27258945,0.075480156,0.2589858,-0.08739148,-0.3655921,0.014260286,0.1134237,0.1161462,-0.21225081,-0.15664956,0.093383454,-0.252403,-0.39204672,-0.274709,0.19578329,0.011958915,0.33874926,-0.18268648,0.092793174,-0.11627731,-0.15919858,-0.019264039,-0.0517368,0.11008093,0.015748275,-0.2569743,0.21511798,0.05233536,0.379867,-0.40544632,0.3702867,0.21758269,0.6558684,-0.036099866,0.2269687,-0.08647208,-0.08030691,0.09908933,0.26790977,-0.28510383,-0.2806781,-0.09669245,0.30055425,-0.060949214,-0.18237162,0.28732872,0.22318219,-0.17907062,-0.005695281,0.018608106
Nimbu,-0.086395495,-0.14214647,0.32319835,-0.28606984,0.22627039,0.08365747,0.14173912,0.047862332,0.18778835,-0.073520616,0.27336374,-0.12347046,-0.12896585,0.011316714,0.2142873,-0.17126007,0.058539376,-0.116461426,-0.041430466,-0.3046746,0.16517897,0.22965324,0.21860722,-0.4019032,-0.110998824,0.4446636,0.11298278,-0.079588585,0.016956871,0.18479784,0.062339246,0.004344206,0.07339973,-0.013642512,-0.44815052,0.12811415,0.066988975,-0.23631738,0.07497118,0.28152946,0.05865295,0.22382155,0.046522435,0.024902483,0.37859696,0.0061440584,0.20425048,-0.12257479,0.29138446,0.30626,0.20315498,-0.1864754,-0.12787648,0.11725524,-0.065320075,0.19448945,0.22457208,-0.05961456,-0.088560276,0.11070662,-0.12067519,-0.27600443,-0.31676283,0.21699698
Nikochaka,-0.084565386,0.07345644,-0.27469897,0.077747904,0.07467583,-0.055996448,0.20012285,0.21818379,0.06832692,0.14717855,0.23107025,-0.31749836,-0.15899251,0.23963869,-0.19828376,0.0041429666,0.10348518,-0.02835413,0.073938325,0.037282452,0.32461083,-0.00867094,0.08257806,-0.24763432,0.23560742,0.17791164,0.10959023,0.019615881,-0.2603464,-0.12933213,0.14249252,-0.048926394,0.08444454,0.055741567,0.2116247,0.32088467,-0.17140794,0.113315314,0.08481301,0.21727674,-0.07998403,0.07370377,0.2360069,-0.33095652,0.18267453,0.09071698,0.4498883,0.063928775,0.10246673,0.17276527,-0.043894872,-0.27771884,0.058342524,-0.19108967,0.11862562,-0.06263912,-0.12857671,-0.24711943,-0.23096049,0.18047017,-0.14539535,-0.17889929,0.1234346,0.17424962
Pattanga,-0.12690847,0.1324033,-0.3927344,-0.34966868,0.35285473,0.30265132,0.17950067,0.0022452238,0.036618475,0.1886012,0.12330844,-0.1330725,0.17847067,-0.12198446,-0.18637124,0.25348112,-0.031093398,0.15310964,-0.01861632,0.43500343,0.2305166,-0.029732512,-0.0019948645,-0.025135132,-0.15473521,0.15358742,0.12246874,0.097054966,-0.18451466,-0.20529136,0.24027081,0.123809114,-0.37066376,0.048658527,0.049526926,-0.2725255,-0.07554259,-0.32436776,0.041603018,0.0706076,-0.35174426,0.19892089,0.24494849,0.34739262,0.020094903,0.21463567,0.24241953,0.02658221,0.11074169,-0.09185232,0.069690295,-0.20384076,0.1289717,-0.09592681,0.15736933,-0.006865854,0.26018387,-0.07467242,-0.41710812,-0.18790689,0.032248404,-0.046236336,0.37796077,0.27420038
Vidaryadi Ghrita,-0.08767413,-0.08946048,-0.27708587,-0.0929653,0.12694953,0.18062781,0.07307466,0.24909988,0.092229135,0.033179656,0.340855,-0.1924744,-0.26365942,-0.020183228,-0.28088307,0.1302529,0.16003357,0.16591993,-0.13881578,0.12856269,0.12509297,0.10839373,0.0335682,-0.13446258,0.20675486,-0.020026438,0.05585641,0.19875598,-0.24110359,0.076133855,0.39590466,0.10805872,0.05317563,-0.23903245,-0.050215483,-0.075266406,-0.09073271,-0.16174372,0.17253335,0.33703968,-0.032200366,0.12559235,0.25575066,-0.18950003,0.2721442,-0.023801813,0.3202956,0.23431109,0.121300295,-0.07400149,0.049027164,-0.37976158,-0.01505494,-0.2451481,0.107214175,0.0045997375,0.039386395,-0.17594178,-0.2811471,0.12146906,-0.041687734,-0.43814638,0.08916993,0.24605614
Dadima Twak,0.08373763,0.12499548,0.11585855,0.099385865,0.14333309,0.23257822,0.22862443,0.1265677,-0.11240492,-0.11695858,0.24421637,-0.072429806,0.16630939,0.09642475,0.0357841,0.087448545,-0.08359249,0.018294867,0.029772019,0.04631493,0.032088134,0.17630497,-0.048459362,-0.40047517,0.061608005,0.23539397,-0.022435281,-0.21456398,0.09635753,-0.20059054,0.08168787,-0.28577155,0.009013874,0.15727517,0.076926656,-0.117470436,0.1715084,-0.25638017,-0.03345582,-0.1939755,-0.02296428,0.22621746,-0.0075539625,-0.033837274,0.027642695,-0.01612186,0.2053868,-0.06544567,0.19654924,0.05052082,-0.014035999,-0.20088063,-0.02372597,0.019168686,0.2885339,0.41702566,0.0931976,-0.12027929,-0.12018341,0.19494157,-0.16985571,-0.30906394,-0.021023063,0.20010717
Karanja Taila,-0.16007942,-0.12894161,-0.26195568,-0.042224355,0.09409168,0.048889793,0.07230911,-0.03448519,-0.08304274,0.16877943,0.12567458,0.0013325985,0.06068131,0.23922701,-0.090909,0.41988206,-0.0022653213,-0.05834365,-0.04913521,0.20352897,0.13006893,-0.0071659866,-0.038381558,-0.11456443,-0.23512685,0.058688287,-0.02408582,-0.03415828,-0.0068442067,0.22188029,-0.13962884,-0.0046643033,-0.39107886,-0.065912165,-0.19194613,-0.2264223,-0.016796233,0.05976849,-0.0037334529,0.1434344,-0.14010732,0.17198572,0.29390016,0.44608974,0.07784125,0.09496895,0.21187156,-0.29406673,-0.00374491,-0.11030189,-0.118110456,-0.13917735,0.027440459,-0.30469328,0.0042826813,-0.0304067,0.1276637,-0.20968178,-0.43000284,0.052711334,-0.18277061,0.07210036,0.08830111,0.30481675
Chandana,-0.43082008,-0.15058725,-0.43975866,-0.5515958,0.23943688,-0.03382092,-0.039198987,0.14205189,-0.18199272,0.27508405,0.38354677,0.04811635,-0.13963434,0.0824384,0.04742388,0.15039724,-0.17064759,-0.19252826,-0.24029738,0.1530901,-0.13695279,-0.22257233,0.16735369,0.27809957,0.28578913,0.08080098,0.0579804,0.054175716,-0.25864494,0.13437772,0.27012113,-0.18473825,-0.17954472,0.12433609,0.029405547,0.33286622,0.108588435,-0.34549454,0.050357185,-0.0988515,-0.07777323,0.027292188,0.021887807,-0.06196911,-0.036167637,-0.07625663,0.19144852,0.04213149,0.1086036,0.23212281,-0.15328303,-0.21987842,-0.011882897,0.4099289,0.03888126,-0.27630195,0.10360221,-0.45256945,-0.16128634,0.10701056,-0.04967538,-0.6793782,-0.11209559,0.18301512
Jahar Mohra Pishti,0.2030876,0.31754592,-0.1116587,-0.0065950165,-0.0648732,-0.26913044,0.32421908,0.15352613,-0.022482766,-0.07603561,0.033495735,-0.4370538,-0.106510706,0.2397379,-0.005613593,0.034834564,0.044815987,-0.23443645,-0.3394121,0.36437958,0.07048551,-0.021429375,-0.45430067,0.14982949,-0.17633323,0.37143508,0.51108116,-0.08759932,0.14080052,0.4892169,0.2697867,-0.058272447,0.07848737,-0.035644345,0.019010704,-0.21822095,-0.23738015,-0.2421949,-0.11375667,0.02174439,-0.044859778,0.21833354,-0.04936797,-0.22884923,0.13842738,0.015721709,0.30722457,0.16869849,0.34254044,-0.15484597,-0.3365982,-0.47153312,-0.061980575,-0.14473733,0.20371881,-0.35034242,0.33354357,-0.1802048,0.038451444,-0.058994044,-0.1696146,-0.2608337,0.31685543,-0.14430878
Jatyadi Taila,0.04652754,-0.12612712,-0.47534487,0.093586415,0.3127172,0.43350688,0.29529977,0.14838412,-0.14758119,0.07918008,0.18691488,-0.26196492,-0.2450285,-0.01108252,-0.19660683,0.45548436,-0.32941937,0.01705799,-0.2075828,0.16960709,-0.011235949,-0.0394697,-0.10368226,-0.06564156,0.057574578,0.15072063,-0.050016373,-0.1645632,-0.1231962,0.052082587,0.20726995,0.08682448,-0.3742907,0.043594133,-0.17542501,-0.16860583,0.06622267,0.024134854,0.024217209,0.08463254,0.06332075,0.008334718,0.24425845,0.25870377,-0.2518082,0.10933971,0.34865832,-0.09704873,0.09929479,-0.045835987,-0.24983647,-0.20008095,0.026068585,-0.14105314,0.009805975,-0.1600858,0.20386694,0.020202307,-0.32440683,-0.05459986,0.10678111,-0.007485684,-0.019975068,0.48711476
Sphatika Bhasma,0.15153141,0.2584395,-0.09215946,-0.42086956,0.2403169,-0.25984073,0.1913198,0.17256114,0.11073851,-0.052502584,0.06701716,-0.43921134,0.06934056,-0.23075132,-0.075693026,0.25781187,0.049615845,0.13178174,-0.049456917,0.02287065,0.11912227,0.0733836,0.3207784,-0.25842792,-0.033237815,0.18868501,-0.05829132,-0.14001852,0.077116586,0.051746223,-0.1120416,0.17614006,-0.056014758,-0.09933682,0.034051795,-0.25234866,0.20267543,-0.34767133,-0.25023812,0.060219955,-0.13207759,0.108275026,0.15400292,0.30825284,-0.041202605,0.15651952,0.28087664,0.0653158,0.22535804,0.18441682,0.13921002,-0.24407555,-0.12242854,0.19825187,0.022599773,-0.012047041,0.49438244,0.1436604,-0.23850568,0.061692227,-0.13019341,-0.26912063,0.5361289,-0.119011454
Lakshadi Thailam,-0.0563701,-0.033825323,-0.23368743,-0.10917658,0.17014988,0.23372847,0.08670123,0.24629982,0.031239962,0.087176636,0.2317218,-0.25932074,-0.18917842,0.027025364,-0.119228736,0.19558503,0.23166905,0.20672786,-0.16174796,0.12756088,0.06853736,0.11041523,0.10511297,-0.15430187,0.18452142,-0.025359951,0.15173358,0.14862649,-0.19722307,0.028299673,0.43141204,0.041792255,0.10439746,-0.20061585,0.03186296,-0.01668045,-0.06574534,-0.13697098,0.19520923,0.33659205,-0.17814825,0.091022946,0.29499513,-0.17257582,0.26148978,0.0029178252,0.32372752,0.09500318,0.22891012,-0.1505104,-0.03071082,-0.39000818,-0.050030064,-0.24338786,0.01978797,0.007960031,0.03891004,-0.13881682,-0.31239235,0.13288349,-0.032674175,-0.3283156,0.06732469,0.26418722
Ushirasva,-0.36162505,0.072827965,0.05060119,-0.024830353,-0.020219658,-0.023498567,0.50796276,0.23377259,0.15623704,0.19645622,0.34028816,-0.42514154,-0.059246916,0.08506704,-0.3717961,0.3027203,0.1335058,-0.10222303,-0.14107744,0.5046714,0.007735264,0.28364116,-0.034822144,-0.076975875,0.12577286,0.4552579,0.22227979,0.02250772,-0.406002,0.11855036,0.03489255,0.15893282,0.009284377,-0.05161523,-0.09838355,-0.13738559,-0.0005743429,-0.19163616,-0.033574503,-0.29603183,0.09931115,0.20923127,0.14179747,-0.22389099,-0.018602593,-0.15553756,0.16742495,-0.10615224,-0.13555819,0.19546358,0.061233696,-0.01807065,0.09136261,-0.0052411603,-0.15379243,-0.13054943,-0.08715362,0.20130755,0.1574263,0.31052536,-0.23146632,-0.3762495,-0.21749963,0.39089257
Vajraka Thailam,-0.19806443,-0.2623093,-0.33884174,-0.03603396,0.0109506305,0.007865935,0.029829033,0.016347758,-0.058365334,0.1475373,0.10100647,-0.09329179,-0.0146493595,0.2914849,-0.10116048,0.43870026,0.017510932,-0.18084472,-0.10879524,0.1287384,0.13372946,0.015726084,0.07961202,-0.14398989,-0.21603297,0.03365791,-0.05448522,0.0774263,-0.11322901,0.21614645,-0.02471167,-0.014599235,-0.34445187,-0.0146266455,-0.17646518,-0.18144698,0.123374425,0.06310792,0.04565037,0.24339433,-0.07696418,0.122301154,0.2946161,0.4859713,0.08564845,0.07163704,0.40619045,-0.2640963,-0.07820089,-0.009301357,-0.11421749,-0.12098817,0.1031623,-0.32823017,0.028413868,-0.07924021,0.17310658,-0.24438804,-0.5487146,-0.07975711,-0.18854469,0.046301074,0.15946375,0.32613134
Brahma rasayana,-0.2326335,0.026440082,-0.4106961,-0.15882082,0.2677992,0.17024736,0.17637438,0.045018937,-0.09811549,0.10556376,0.25230822,-0.2129544,-0.038421344,-0.04187661,-0.24295641,0.00021882732,0.15378544,0.022458479,-0.09753236,0.20083465,0.366433,0.22539106,-0.0023625651,-0.0037748027,-0.061575536,0.022402335,-0.0055816676,-0.06836242,0.13641764,-0.030920785,0.28772405,0.048265234,0.103225686,0.05847058,-0.10334954,0.13447909,0.041237544,-0.03769813,0.050504223,-0.043694388,-0.1262593,0.087668195,0.37920874,-0.16396049,0.15768668,0.023040488,0.5976048,-0.04130363,0.08965239,-0.055008776,-0.098672986,-0.011971247,0.0970978,-0.03841369,-0.10253115,-0.20081149,0.3743386,-0.015136111,-0.3299691,0.23926644,-0.029091066,-0.28507513,-0.26833776,0.07316897
Kokilaksha,-0.24277991,0.2276139,-0.27941564,-0.31069863,0.2868564,-0.031505927,0.24357519,0.3835668,-0.01017407,0.1931422,0.24305272,-0.17173819,-0.12063452,0.31099203,-0.10609028,0.13166313,-0.05873808,0.14337188,-0.13115655,-0.068176344,0.118576996,0.009523629,0.100087345,-0.09805415,0.19915628,0.27576005,0.110761195,0.1407048,0.013684669,-0.11612248,0.13939176,0.033288628,0.027396996,0.11538573,0.24776012,0.26049083,-0.26275975,0.020548487,0.043357324,0.15898708,0.24806292,0.03823271,-0.032452606,-0.2478905,-0.19506253,0.17618102,0.21237129,-0.0564713,0.1285026,0.32800317,0.096740976,-0.41398647,0.10952389,-0.1993208,-0.093916744,-0.11221224,-0.15870622,-0.43493646,0.038317956,0.19092947,-0.12900732,-0.33351025,-0.03114511,0.1753272
Snuhi Ksheera,0.08523211,-0.16599938,-0.24069081,-0.0054920535,-0.11180143,0.09207376,-0.050903,-0.014048555,-0.3368082,0.37164763,-0.24015939,-0.07571908,0.20401001,0.0897892,-0.04470291,-0.20570771,0.00044290375,-0.24825503,-0.17607799,0.16859196,0.21563904,0.12089912,0.073454365,-0.07026332,-0.23564842,0.14567752,0.19603795,-0.046088524,-0.06891288,-0.27708656,-0.068504415,-0.0332017,-0.0073369904,-0.1833658,-0.1245158,0.08175476,-0.16235474,0.008206165,-0.105734155,0.19229007,-0.37766504,-0.08775648,0.5151613,0.07724767,0.29606655,-0.12846251,0.23100252,0.0015376037,0.21153678,-0.05667152,0.14350168,-0.27691537,-0.10166306,0.10361126,-0.011658486,-0.026006665,-0.20805599,-0.2588744,-0.49637735,0.2908828,-0.0979076,-0.06303406,0.21858138,-0.09155056
Nagadanti,-0.32441947,0.0074443044,-0.1354106,-0.15279144,0.07053373,0.24856167,0.05282933,-0.15786369,0.08138335,0.09170501,-0.012951505,-0.2343882,-0.20429975,-0.024896596,-0.05190512,0.4019031,-0.2701394,-0.18879795,-0.008262619,0.20104769,0.10713661,-0.007959875,-0.28043893,0.01503534,-0.19004652,-0.0028383892,-0.053579174,0.04108758,0.13354036,0.037750617,0.12005973,-0.0024813495,-0.46464097,0.102307945,-0.072176345,-0.24481353,0.07829506,0.035994638,-0.11089112,0.015118927,0.16539942,0.2834719,0.11020858,0.13637389,-0.2006642,0.27956465,0.25933298,0.02190184,0.23572132,-0.15684608,0.048084326,-0.17650387,0.20478494,-0.19129415,0.13280752,-0.03267527,-0.00761079,-0.19864684,-0.24582453,0.16544765,0.13981302,-0.2421136,0.12722634,0.47537893
Panna Pishti,-0.22424693,0.059003662,-0.3056317,-0.026790297,0.25428528,0.10443737,0.14557424,0.043578465,-0.060669143,0.20826252,0.39533806,-0.42328048,-0.18813497,0.2291949,-0.14271596,-0.16465668,0.2520952,0.24115111,-0.12408483,0.23660225,0.06343409,0.18446028,0.013477553,-0.016944777,0.13513128,0.058088027,-0.100622036,0.02899668,0.08964264,-0.08403121,0.21017218,-0.05390078,0.13074882,-0.003560807,0.07508012,0.05228754,0.026861427,0.26667833,0.1742937,0.0930943,0.07178874,0.19999224,-0.031145591,-0.21425161,0.17230897,-0.016022166,0.49770695,-0.05457126,0.29912165,-0.071701854,-0.05662639,-0.21392336,0.0323099,0.0068658357,-0.1847938,-0.16769099,0.25443545,-0.13104093,-0.11092291,0.18320234,0.07894059,-0.36183065,0.039976273,0.09485205
Vasant Kusumakar rasa,-0.011768886,0.33086413,-0.3367285,-0.12166549,-0.060070876,-0.249928,0.19171976,0.39028558,-0.09570595,-0.13562235,0.3439712,-0.15757613,0.109254755,0.16818689,-0.27685034,0.5648343,0.15283513,-0.16178761,0.09237792,0.050924074,0.30984023,0.07849651,0.22408278,-0.0046681035,0.10163476,0.12656304,-0.032552637,0.0553386,-0.022175372,-0.06912587,0.59792984,0.13268393,0.3050034,0.30046445,0.0058002556,0.20184703,-0.27299646,0.12601453,-0.15952599,-0.06466096,-0.012194369,0.20750205,0.32773608,-0.20500694,0.18807162,0.1001729,0.27895758,-0.089009285,0.39299884,0.042590793,-0.19564924,-0.17885773,0.12985735,0.23775177,0.047955703,-0.17950276,-0.0012503872,-0.2133086,-0.19248447,0.25080505,0.027730117,0.02945881,-0.06053437,0.08443851
